"Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Months_Inactive_12_mon","Credit_Limit","Total_Trans_Amt","Total_Trans_Ct"
53,"M","High School","Single","$80K - $120K",2,8154,1379,26
63,"M","High School","Married","$40K - $60K",3,4559,1870,35
56,"M","High School","Married","$60K - $80K",3,2340,781,15
53,"M","Graduate","Single","$60K - $80K",3,13848,1773,38
62,"F","Graduate","Married","Less than $40K",2,2490,864,20
37,"M","Graduate","Married","$60K - $80K",3,2578,1830,64
55,"M","High School","Married","$80K - $120K",2,6514,1383,20
50,"M","Graduate","Married","$80K - $120K",3,4051,1837,57
48,"M","College","Married","$60K - $80K",3,11959,1191,40
47,"M","College","Married","$120K +",3,3636,1564,59
53,"M","Doctorate","Married","$60K - $80K",3,11262,2165,61
56,"F","Graduate","Single","$40K - $60K",1,5108,1631,41
56,"F","High School","Married","$40K - $60K",1,2072,1265,32
60,"F","Graduate","Married","$40K - $60K",3,5903,1137,27
40,"M","Graduate","Unknown","$40K - $60K",2,7860,1367,35
49,"F","Post-Graduate","Married","$40K - $60K",2,5918,1292,26
46,"M","Graduate","Single","$40K - $60K",3,6741,1682,46
36,"F","High School","Married","Less than $40K",1,3880,1598,39
38,"M","High School","Married","$80K - $120K",3,22149,2409,36
50,"M","Graduate","Divorced","$80K - $120K",3,34516,1770,65
62,"M","Graduate","Married","$60K - $80K",2,5450,1526,45
38,"M","College","Married","$80K - $120K",1,18226,1681,43
44,"F","College","Married","Less than $40K",2,8128,1224,32
43,"M","High School","Married","$80K - $120K",2,5851,1572,38
54,"M","Post-Graduate","Single","$80K - $120K",3,10260,1566,50
55,"F","Post-Graduate","Married","Less than $40K",3,2163,1349,47
52,"M","Doctorate","Married","$120K +",2,33864,1751,48
39,"F","Graduate","Married","Less than $40K",1,4531,1414,40
42,"F","Graduate","Single","Less than $40K",2,2950,1260,32
43,"F","College","Married","Less than $40K",2,7706,965,27
39,"M","College","Single","$40K - $60K",3,3770,1602,49
57,"M","Post-Graduate","Divorced","$120K +",1,26437,1244,36
52,"F","High School","Married","$40K - $60K",1,3136,1036,25
43,"M","High School","Single","$60K - $80K",3,6976,1217,39
42,"M","High School","Single","$80K - $120K",3,21134,1556,35
42,"M","College","Married","$80K - $120K",2,34516,1698,67
55,"M","Post-Graduate","Married","$80K - $120K",3,9959,2041,45
40,"F","Graduate","Married","Less than $40K",1,2421,1346,30
33,"F","High School","Single","Less than $40K",1,8070,2117,61
58,"M","Graduate","Married","$40K - $60K",3,4085,596,15
36,"F","College","Single","$40K - $60K",3,1888,1886,66
42,"M","Graduate","Single","$60K - $80K",1,2727,1294,26
49,"M","Doctorate","Married","$60K - $80K",1,3343,1545,31
45,"F","High School","Married","$40K - $60K",1,6407,1675,47
29,"M","High School","Married","$80K - $120K",2,4158,1678,37
60,"M","Doctorate","Married","$120K +",1,21697,2117,48
50,"M","Post-Graduate","Single","$80K - $120K",2,31383,1721,56
53,"M","Doctorate","Single","$120K +",1,30883,1267,23
46,"M","Doctorate","Single","$80K - $120K",3,14310,1254,34
46,"M","College","Single","$120K +",2,7793,1099,39
43,"F","Graduate","Married","$40K - $60K",2,4343,1352,35
54,"M","Graduate","Married","$120K +",2,2872,1770,47
35,"M","High School","Married","$40K - $60K",3,2967,1673,58
35,"M","Doctorate","Single","$40K - $60K",3,2148,2167,65
36,"F","High School","Single","Less than $40K",3,6116,2369,56
43,"M","Doctorate","Single","$60K - $80K",3,3312,647,19
39,"F","High School","Single","$40K - $60K",2,9956,1447,39
47,"M","Post-Graduate","Married","Less than $40K",1,3888,1145,37
60,"M","Post-Graduate","Single","$80K - $120K",1,30655,3280,78
30,"M","High School","Married","Less than $40K",2,2997,1577,35
52,"M","Graduate","Single","$120K +",3,3386,1736,40
40,"M","Graduate","Divorced","$120K +",3,25188,1513,38
36,"F","Post-Graduate","Single","Less than $40K",2,2410,2505,69
62,"F","College","Married","Less than $40K",2,2378,1807,45
41,"M","High School","Married","$60K - $80K",2,8013,1481,45
30,"M","High School","Married","$60K - $80K",3,7906,1946,45
29,"M","Post-Graduate","Single","$40K - $60K",1,13632,2168,42
51,"F","High School","Married","Less than $40K",1,5158,1229,34
31,"M","Graduate","Married","$40K - $60K",3,2158,1718,42
57,"M","Graduate","Single","$80K - $120K",3,10244,1127,29
44,"M","Graduate","Married","$40K - $60K",2,10747,1340,25
53,"M","High School","Married","$120K +",3,7474,732,21
32,"F","Graduate","Single","Less than $40K",1,3555,2346,71
53,"M","Graduate","Married","$80K - $120K",3,22140,1580,45
54,"M","High School","Married","$80K - $120K",3,9457,1196,28
38,"F","College","Married","Less than $40K",3,2580,1665,57
54,"M","Graduate","Married","$60K - $80K",3,6224,2187,58
37,"F","High School","Single","$40K - $60K",3,3093,1371,23
48,"F","Graduate","Married","$40K - $60K",3,4076,1235,37
37,"M","High School","Single","$60K - $80K",3,7349,2701,60
34,"M","High School","Married","$60K - $80K",3,2853,1750,47
46,"M","Graduate","Divorced","$80K - $120K",2,8475,1381,40
38,"M","College","Married","Less than $40K",3,5559,1793,37
31,"F","Graduate","Married","Less than $40K",3,2917,1831,36
46,"F","Graduate","Single","Less than $40K",2,8551,1097,32
47,"M","High School","Married","$60K - $80K",2,10569,1682,44
47,"F","Graduate","Married","Less than $40K",2,7051,1451,37
56,"M","College","Married","$60K - $80K",2,10117,1509,44
47,"M","Graduate","Single","$80K - $120K",3,26442,1403,40
64,"F","Graduate","Married","Less than $40K",3,4920,1420,31
42,"M","College","Married","$60K - $80K",2,26750,1131,29
41,"M","College","Married","$80K - $120K",3,34516,1005,22
65,"F","High School","Married","Less than $40K",3,1438.3,948,24
49,"F","Post-Graduate","Married","$40K - $60K",2,1869,1549,34
54,"M","High School","Married","$60K - $80K",2,14539,965,26
48,"F","Doctorate","Married","Less than $40K",3,4844,1489,48
39,"F","College","Married","Less than $40K",1,3214,2516,42
26,"F","Graduate","Single","$40K - $60K",3,1438.3,2167,48
47,"M","High School","Unknown","$60K - $80K",2,2458,1563,40
47,"M","High School","Married","$60K - $80K",2,4592,1772,52
57,"F","High School","Married","$40K - $60K",1,1438.3,1254,35
54,"M","Graduate","Married","$60K - $80K",1,5269,2195,63
39,"M","College","Married","$60K - $80K",3,7410,2398,37
53,"M","Graduate","Married","$120K +",2,12163,2649,56
59,"M","College","Married","Less than $40K",3,4250,1174,27
47,"M","Doctorate","Single","$80K - $120K",1,18037,1387,36
54,"M","College","Married","$120K +",2,5657,2028,55
53,"F","College","Married","Less than $40K",2,4646,1774,37
50,"M","Graduate","Single","$80K - $120K",3,2514,1636,36
56,"M","College","Married","$80K - $120K",2,14501,1031,25
43,"M","High School","Married","$60K - $80K",3,8663,916,33
44,"F","High School","Divorced","Less than $40K",3,2333,1198,31
34,"F","Graduate","Divorced","$40K - $60K",5,3038,2189,54
61,"M","Graduate","Unknown","$80K - $120K",6,8851,1257,36
56,"M","High School","Single","$60K - $80K",1,8512,811,27
47,"M","Graduate","Married","$60K - $80K",3,19063,1270,21
53,"M","Graduate","Single","$80K - $120K",3,5376,1840,53
39,"F","High School","Married","$40K - $60K",1,9173,1807,33
44,"M","Graduate","Married","$80K - $120K",1,34516,1729,52
46,"M","Graduate","Married","$60K - $80K",2,15405,1763,44
35,"M","High School","Married","$80K - $120K",1,23991,1843,43
39,"F","College","Married","Less than $40K",3,1888,1517,33
61,"F","Graduate","Married","Less than $40K",2,3102,1977,50
40,"F","Graduate","Divorced","Less than $40K",2,3170,2027,49
53,"M","College","Single","$120K +",2,34516,1497,43
42,"M","High School","Single","$40K - $60K",3,3266,2183,56
46,"F","High School","Single","Less than $40K",2,3556,1221,41
46,"M","High School","Married","$60K - $80K",3,14701,3490,69
62,"M","Graduate","Married","$60K - $80K",2,14825,1904,49
55,"M","College","Married","$80K - $120K",1,2929,1903,39
32,"M","High School","Married","$40K - $60K",2,3735,1564,41
42,"M","College","Married","$80K - $120K",2,22120,3981,65
33,"M","Post-Graduate","Married","$80K - $120K",3,1438.3,2730,48
65,"M","High School","Married","Less than $40K",2,1759,821,18
57,"M","Graduate","Married","$80K - $120K",3,4829,938,21
45,"F","Graduate","Married","Less than $40K",3,2156,1345,28
51,"M","College","Single","$120K +",3,26714,1686,50
57,"M","Graduate","Married","$80K - $120K",2,2092,1468,30
32,"F","Graduate","Married","Less than $40K",1,2834,1598,39
43,"F","Graduate","Married","Less than $40K",3,4724,1232,31
53,"F","Doctorate","Married","Less than $40K",1,3128,2361,42
53,"M","Graduate","Single","$80K - $120K",3,2506,1687,62
60,"F","High School","Married","Less than $40K",3,3460,1752,34
30,"M","Graduate","Married","$80K - $120K",3,9959,1560,39
46,"M","High School","Single","$40K - $60K",3,4129,1678,40
65,"F","High School","Married","$40K - $60K",2,2658,1627,26
44,"F","College","Single","$40K - $60K",2,4589,1637,61
56,"F","College","Married","Less than $40K",1,2781,1707,42
37,"M","Graduate","Unknown","$40K - $60K",1,8504,1881,51
48,"M","High School","Married","$80K - $120K",1,8091,1360,28
37,"F","College","Married","$40K - $60K",4,3417,1641,32
41,"M","Graduate","Married","$120K +",2,14302,1505,35
55,"F","High School","Married","Less than $40K",2,3187,1627,38
34,"M","Graduate","Married","$80K - $120K",3,6313,1703,34
54,"F","Post-Graduate","Single","Less than $40K",2,11696,2445,60
40,"M","Post-Graduate","Married","$80K - $120K",3,20371,1665,45
52,"M","High School","Married","$120K +",3,34516,1489,38
45,"M","Graduate","Single","$60K - $80K",1,7552,1393,32
61,"M","Post-Graduate","Married","$40K - $60K",1,5561,1820,42
57,"F","High School","Married","Less than $40K",3,1441,2742,58
48,"F","College","Married","Less than $40K",1,4570,1520,34
34,"M","High School","Married","$40K - $60K",3,3870,1588,36
49,"M","High School","Married","$60K - $80K",3,12938,1282,32
53,"M","High School","Married","$120K +",1,21178,1872,59
54,"M","Graduate","Married","$60K - $80K",2,3583,1065,28
40,"M","Graduate","Single","$120K +",2,17018,1550,47
41,"F","High School","Single","Less than $40K",2,4203,1489,43
46,"M","Graduate","Divorced","Less than $40K",1,4213,1264,30
46,"M","Graduate","Married","$60K - $80K",2,21548,1582,38
30,"M","Graduate","Unknown","$60K - $80K",5,18513,1567,33
59,"M","Post-Graduate","Married","$40K - $60K",2,2483,1704,35
50,"M","Doctorate","Single","$80K - $120K",2,3460,1546,35
45,"M","High School","Unknown","$60K - $80K",3,1438.3,2132,31
53,"F","High School","Single","Less than $40K",2,2615,1419,38
42,"F","Doctorate","Married","$40K - $60K",3,2985,1065,27
46,"M","High School","Married","$40K - $60K",1,18797,1364,40
33,"M","Graduate","Married","$60K - $80K",1,2859,2247,36
46,"F","Graduate","Married","Less than $40K",3,2888,1111,26
61,"M","High School","Married","$60K - $80K",3,9172,1836,42
47,"F","Graduate","Single","Less than $40K",2,7353,2005,54
47,"F","Graduate","Single","Less than $40K",2,5145,1588,35
53,"F","Graduate","Married","$40K - $60K",2,4753,2242,49
46,"F","Graduate","Single","Less than $40K",3,2171,1415,45
26,"M","College","Divorced","Less than $40K",2,4150,2483,74
45,"M","Graduate","Married","$60K - $80K",3,9106,1239,33
36,"M","High School","Divorced","$40K - $60K",3,2686,2057,53
42,"M","High School","Unknown","$60K - $80K",1,10239,1228,26
52,"M","Graduate","Married","$80K - $120K",3,34516,1629,32
37,"M","Graduate","Married","$120K +",3,15017,2076,58
65,"F","Post-Graduate","Married","$40K - $60K",3,2155,1655,27
52,"M","High School","Married","$60K - $80K",3,14316,1313,36
36,"M","High School","Married","$80K - $120K",3,2607,2045,39
43,"M","College","Married","$60K - $80K",5,6231,1448,30
65,"F","Graduate","Married","Less than $40K",1,3094,1591,37
51,"F","Doctorate","Married","Less than $40K",2,6630,842,24
40,"M","Graduate","Divorced","$80K - $120K",2,1925,781,28
39,"M","College","Unknown","$80K - $120K",2,33406,1529,30
55,"M","Graduate","Single","$120K +",2,34516,1308,41
65,"F","College","Married","Less than $40K",3,2888,2489,54
54,"F","High School","Married","Less than $40K",3,3947,1110,21
38,"F","High School","Married","Less than $40K",1,1830,1741,43
36,"M","Post-Graduate","Married","$60K - $80K",3,7712,1845,40
43,"M","High School","Unknown","$60K - $80K",3,20811,1483,38
41,"M","Graduate","Married","$120K +",3,11789,1463,32
50,"M","High School","Divorced","$120K +",1,3073,1734,35
48,"M","College","Married","$80K - $120K",2,34516,1733,54
55,"F","Post-Graduate","Married","$40K - $60K",2,6725,1865,53
44,"M","Graduate","Unknown","Less than $40K",2,2978,1413,46
42,"M","Graduate","Married","$80K - $120K",1,34516,853,12
54,"M","Graduate","Married","$120K +",1,34516,1999,54
39,"M","Graduate","Single","$120K +",2,10074,1729,52
45,"M","Graduate","Divorced","$40K - $60K",3,2259,1393,35
46,"M","Graduate","Married","$80K - $120K",3,34516,1665,40
54,"M","High School","Married","$80K - $120K",2,9519,2489,62
48,"M","Graduate","Unknown","$80K - $120K",2,4438,1725,60
56,"F","High School","Married","$40K - $60K",2,1438.3,594,14
33,"F","Post-Graduate","Married","$40K - $60K",2,2372,1852,55
44,"F","Graduate","Single","Less than $40K",1,4214,1389,34
62,"F","Post-Graduate","Married","Less than $40K",1,1438.3,902,31
36,"F","High School","Married","Less than $40K",1,4331,2053,33
46,"M","Graduate","Unknown","$80K - $120K",1,3665,1881,55
61,"F","Graduate","Married","Less than $40K",2,1438.3,840,20
42,"M","Graduate","Unknown","$40K - $60K",6,15871,1562,43
35,"M","Graduate","Married","$80K - $120K",2,12643,787,21
65,"F","High School","Married","$40K - $60K",2,6088,2098,52
36,"M","Post-Graduate","Married","$120K +",1,13873,694,18
42,"F","Graduate","Single","Less than $40K",2,6158,3132,66
40,"F","College","Unknown","$40K - $60K",3,12588,1561,26
40,"M","Graduate","Married","$80K - $120K",2,11942,1085,29
57,"F","College","Married","Less than $40K",3,3914,1964,54
57,"M","Graduate","Married","$80K - $120K",2,3038,1762,34
40,"M","Graduate","Married","$80K - $120K",1,18693,1516,44
28,"M","Graduate","Married","Less than $40K",1,2943,2591,55
38,"F","High School","Married","Less than $40K",2,2435,1847,39
37,"F","Graduate","Married","Less than $40K",2,2077,1629,36
41,"M","High School","Married","$60K - $80K",3,9428,1457,43
54,"M","Graduate","Married","$80K - $120K",1,6065,1114,27
26,"M","Graduate","Single","Less than $40K",3,2174,2510,44
46,"M","Graduate","Divorced","$80K - $120K",3,3673,1257,34
55,"M","Graduate","Married","$80K - $120K",2,34516,1612,33
50,"F","Post-Graduate","Married","Less than $40K",1,3368,2022,59
38,"F","High School","Married","$40K - $60K",2,7225,738,16
39,"F","Graduate","Single","Less than $40K",3,5202,1558,48
39,"M","High School","Single","$60K - $80K",2,6929,1388,27
49,"F","Graduate","Single","Less than $40K",3,4364,1392,38
45,"F","Graduate","Married","Less than $40K",3,2400,1311,34
55,"M","Graduate","Married","$80K - $120K",2,25878,1777,54
44,"M","Graduate","Married","$120K +",1,11876,1367,33
49,"F","Post-Graduate","Unknown","$40K - $60K",1,4568,1431,27
35,"M","College","Married","$80K - $120K",2,3575,861,15
38,"M","High School","Married","$80K - $120K",3,13363,1815,33
58,"M","College","Married","$120K +",1,3452,1008,21
47,"F","Post-Graduate","Married","$40K - $60K",2,4466,1757,59
33,"F","Graduate","Married","Less than $40K",1,3030,1805,44
54,"F","Doctorate","Married","$40K - $60K",1,2112,1338,29
35,"F","Graduate","Married","Less than $40K",1,7583,2229,53
47,"M","Graduate","Single","$120K +",3,11760,1498,49
35,"M","College","Married","$60K - $80K",3,2259,1790,31
48,"M","High School","Married","$80K - $120K",2,19762,2793,67
36,"M","Doctorate","Married","$60K - $80K",2,2803,1968,64
44,"M","Graduate","Married","$80K - $120K",3,25666,4088,84
44,"F","College","Single","Less than $40K",1,9297,1264,31
36,"F","Graduate","Married","Less than $40K",1,2999,2017,40
64,"M","Doctorate","Married","$40K - $60K",2,4234,1439,42
34,"F","Graduate","Single","Less than $40K",3,15987,2327,65
49,"M","Graduate","Single","$80K - $120K",5,16435,1721,56
37,"M","High School","Married","$60K - $80K",1,5335,1888,43
65,"M","High School","Married","$40K - $60K",3,3506,1953,61
53,"M","Post-Graduate","Married","$80K - $120K",1,3610,1652,40
32,"M","High School","Married","$40K - $60K",1,3172,1939,36
65,"M","Graduate","Married","Less than $40K",2,2416,2372,53
60,"M","Graduate","Married","$40K - $60K",2,2458,1238,30
27,"F","Graduate","Single","Less than $40K",1,1677,2389,43
52,"M","Post-Graduate","Married","$60K - $80K",1,11819,2431,46
42,"M","High School","Unknown","$80K - $120K",1,34516,1534,30
29,"M","Graduate","Married","$40K - $60K",3,1459,2229,52
29,"M","High School","Married","$40K - $60K",1,1458,2449,56
38,"M","High School","Married","$40K - $60K",2,1438.3,1999,39
36,"M","Graduate","Married","$40K - $60K",1,7758,569,23
40,"F","Post-Graduate","Married","Less than $40K",2,10836,1293,31
47,"M","Post-Graduate","Single","$60K - $80K",3,5062,1314,40
26,"M","High School","Single","$40K - $60K",2,2212,2520,51
52,"F","Graduate","Single","Less than $40K",1,5927,1558,46
50,"M","Graduate","Married","$80K - $120K",1,3126,1388,41
34,"M","Graduate","Divorced","$80K - $120K",4,4670,2256,56
49,"M","High School","Married","$80K - $120K",1,10155,1685,49
